"District","Shehia","subvillage","vacc_date","dogs_vaccinated","Cats_vaccinated","total_dog_estimate","DW"
"Chake Chake","Matale","Chuchuu","15/09/2016",2,0,NA,"Chake Chake_Matale"
"Chake Chake","Matale","Jojo","14/09/2016",7,1,NA,"Chake Chake_Matale"
"Chake Chake","Matale","Kibirinzi-chanjamjawiri","19/09/2016",2,0,NA,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","14/09/2016",1,0,NA,"Chake Chake_Matale"
"Chake Chake","Matale","Matale","14/09/2016",3,0,NA,"Chake Chake_Matale"
"Chake Chake","Matale","Mwine","15/09/2016",3,0,NA,"Chake Chake_Matale"
"Chake Chake","Mbuzini","Mbuzini","15/09/2016",3,0,NA,"Chake Chake_Mbuzini"
"Wete","Mchanga Mdogo","Makumbi","15/09/2016",3,0,NA,"Wete_Mchanga Mdogo"
"Wete","Mchanga Mdogo","Mchangamrima","15/09/2016",5,1,NA,"Wete_Mchanga Mdogo"
"Chake Chake","Mfikiwa","Kilimahodi","15/09/2016",5,1,NA,"Chake Chake_Mfikiwa"
"Chake Chake","Mfikiwa","Kilimni","15/09/2016",2,0,NA,"Chake Chake_Mfikiwa"
"Chake Chake","Mgogoni","Mgogoni","14/09/2016",10,1,NA,"Chake Chake_Mgogoni"
"Wete","Mjini Ole","Mjini-Ole","15/09/2016",7,1,NA,"Wete_Mjini Ole"
"Chake Chake","Ng'ambwa","Dutani","19/09/2016",1,0,NA,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Fupingo","19/09/2016",1,0,NA,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Kenya","19/09/2016",2,0,NA,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Magome","19/09/2016",2,0,NA,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Simambili","15/09/2016",5,1,NA,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Vikunguni","19/09/2016",2,0,NA,"Chake Chake_Ng'ambwa"
"Wete","Ole","Dodo","15/09/2016",3,0,NA,"Wete_Ole"
"Wete","Ole","Jonwe","18/09/2016",4,0,NA,"Wete_Ole"
"Wete","Ole","Kanambe","15/09/2016",5,1,NA,"Wete_Ole"
"Wete","Ole","Kianga","15/09/2016",3,0,NA,"Wete_Ole"
"Wete","Ole","Muhogoni","15/09/2016",6,1,NA,"Wete_Ole"
"Wete","Ole","Niapi","15/09/2016",2,0,NA,"Wete_Ole"
"Chake Chake","Tibirinzi","Pondeani","14/09/2016",8,1,NA,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Tibirinzi","14/09/2016",8,1,NA,"Chake Chake_Tibirinzi"
"Chake Chake","Uwandani","Uwandani","18/09/2016",1,0,NA,"Chake Chake_Uwandani"
"Chake Chake","Vitongoji","Changuo","14/09/2016",3,0,NA,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Kiwaa","14/09/2016",1,0,NA,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Malkindi","14/09/2016",1,0,NA,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","14/09/2016",2,0,NA,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mkungu","14/09/2016",9,1,NA,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Udusini","14/09/2016",2,0,NA,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vijijini","15/09/2016",2,0,NA,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vitongoji school","18/09/2016",1,0,NA,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","14/09/2016",1,0,NA,"Chake Chake_Vitongoji"
"Chake Chake","Wawi","Dr. Omar","14/09/2016",6,1,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","F. castro","18/09/2016",6,1,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Kupingo","15/09/2016",1,0,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Kwa Gerei","15/09/2016",6,1,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mbuni","15/09/2016",6,1,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mirereni","15/09/2016",3,0,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mkadini","14/09/2016",1,0,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Msikiti kibegi","14/09/2016",4,0,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mtemani","14/09/2016",5,1,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Tawi la '' C.U.F""","14/09/2016",4,0,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Ujinga","14/09/2016",3,0,NA,"Chake Chake_Wawi"
"Chake Chake","Wawi","Wawi","14/09/2016",3,0,NA,"Chake Chake_Wawi"
"Chake Chake","Wesha","Jamvini","14/09/2016",7,1,NA,"Chake Chake_Wesha"
"Chake Chake","Wesha","Wesha","14/09/2016",6,1,NA,"Chake Chake_Wesha"
"Chake Chake","Ziwani","Welezo","14/09/2016",4,0,NA,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Ziwani","15/09/2016",2,0,NA,"Chake Chake_Ziwani"
"Mkoani","Chambani","Chakalakati","23/09/2016",4,2,NA,"Mkoani_Chambani"
"Mkoani","Chambani","Dongoni","21/09/2016",3,0,NA,"Mkoani_Chambani"
"Mkoani","Chambani","Ging'ingi","21/09/2016",3,2,NA,"Mkoani_Chambani"
"Mkoani","Chambani","Mafuweni","21/09/2016",5,2,NA,"Mkoani_Chambani"
"Mkoani","Chambani","Mapape","21/09/2016",12,0,NA,"Mkoani_Chambani"
"Mkoani","Chambani","Tondooni","23/09/2016",5,0,NA,"Mkoani_Chambani"
"Mkoani","Chambani","Tumbini","21/09/2016",19,3,NA,"Mkoani_Chambani"
"Mkoani","Changaweni","Changaweni","22/09/2016",7,0,NA,"Mkoani_Changaweni"
"Mkoani","Changaweni","Giriama","22/09/2016",13,0,NA,"Mkoani_Changaweni"
"Mkoani","Chokocho","Chamboni","22/09/2016",10,1,NA,"Mkoani_Chokocho"
"Mkoani","Chokocho","Kandarani","22/09/2016",5,4,NA,"Mkoani_Chokocho"
"Mkoani","Chokocho","Kiwandamali","22/09/2016",2,1,NA,"Mkoani_Chokocho"
"Mkoani","Chokocho","Kizumkwe","22/09/2016",9,0,NA,"Mkoani_Chokocho"
"Mkoani","Chokocho","Mabatini","22/09/2016",2,0,NA,"Mkoani_Chokocho"
"Mkoani","Chokocho","Ulenge","22/09/2016",3,4,NA,"Mkoani_Chokocho"
"Mkoani","Chumbageni","Kunani","22/09/2016",12,0,NA,"Mkoani_Chumbageni"
"Mkoani","Chumbageni","Sinong'one","22/09/2016",9,0,NA,"Mkoani_Chumbageni"
"Mkoani","Chumbageni","Zawadini","22/09/2016",8,0,NA,"Mkoani_Chumbageni"
"Mkoani","Jombwe","Eneani","21/09/2016",2,0,NA,"Mkoani_Jombwe"
"Mkoani","Jombwe","Mvumoni","21/09/2016",2,0,NA,"Mkoani_Jombwe"
"Mkoani","Kangani","Jemele","22/09/2016",6,0,NA,"Mkoani_Kangani"
"Mkoani","Kangani","Kizimbani","22/09/2016",3,0,NA,"Mkoani_Kangani"
"Mkoani","Kangani","Shukeni","22/09/2016",29,6,NA,"Mkoani_Kangani"
"Mkoani","Kendwa","Faidini","22/09/2016",7,2,NA,"Mkoani_Kendwa"
"Mkoani","Kendwa","Kumbini","22/09/2016",4,0,NA,"Mkoani_Kendwa"
"Mkoani","Kendwa","Mtoni ","22/09/2016",1,0,NA,"Mkoani_Kendwa"
"Mkoani","Kengeja","Chole","24/09/2016",5,0,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Jonju","21/09/2016",1,5,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Kaani","21/09/2016",1,0,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Kiwandani","21/09/2016",3,2,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Likoni","21/09/2016",9,0,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Majenzi","21/09/2016",2,0,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mapungwi","21/09/2016",10,0,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Maumbwini","21/09/2016",2,2,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mazrui","24/09/2016",4,1,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mbuni","21/09/2016",7,0,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mijafarini","24/09/2016",3,0,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Njiweni","21/09/2016",5,3,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Sokoni","24/09/2016",4,0,NA,"Mkoani_Kengeja"
"Mkoani","Kengeja","Usiambini","21/09/2016",2,0,NA,"Mkoani_Kengeja"
"Mkoani","Kiwani","Bomani","22/09/2016",2,0,NA,"Mkoani_Kiwani"
"Mkoani","Kiwani","Mbuyuni","22/09/2016",11,0,NA,"Mkoani_Kiwani"
"Mkoani","Kuukuu","Kukuu","21/09/2016",14,0,NA,"Mkoani_Kuukuu"
"Mkoani","Kuukuu","Mulika","21/09/2016",7,0,NA,"Mkoani_Kuukuu"
"Mkoani","Makombeni","Mdodoni","22/09/2016",9,0,NA,"Mkoani_Makombeni"
"Mkoani","Mbuguani","Kionwa","22/09/2016",12,0,NA,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Tironi","22/09/2016",6,3,NA,"Mkoani_Mbuguani"
"Mkoani","Mbuyuni","Chokaani","23/09/2016",11,0,NA,"Mkoani_Mbuyuni"
"Mkoani","Mgagadu","Njia ya Kiwani","23/09/2016",9,0,NA,"Mkoani_Mgagadu"
"Mkoani","Mgagadu","Shimola ndizi","23/09/2016",9,0,NA,"Mkoani_Mgagadu"
"Mkoani","Michenzani","Magombani","22/09/2016",9,0,NA,"Mkoani_Michenzani"
"Mkoani","Minazini","Mtangani","21/09/2016",3,0,NA,"Mkoani_Minazini"
"Mkoani","Mizingani","Jungani","22/09/2016",6,0,NA,"Mkoani_Mizingani"
"Mkoani","Mizingani","Mumuone","22/09/2016",11,0,NA,"Mkoani_Mizingani"
"Mkoani","Mjimbini","Kibweni","21/09/2016",5,0,NA,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Kigogoni","21/09/2016",12,0,NA,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Kilimandege","21/09/2016",4,0,NA,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Mabluu","21/09/2016",2,0,NA,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Mchangani","21/09/2016",3,0,NA,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Mipirani","21/09/2016",3,0,NA,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Mjimbini","22/09/2016",14,4,NA,"Mkoani_Mjimbini"
"Mkoani","Mkanyageni","Ngomani","21/09/2016",2,0,NA,"Mkoani_Mkanyageni"
"Mkoani","Mkanyageni","Tasini","21/09/2016",14,0,NA,"Mkoani_Mkanyageni"
"Mkoani","Mkungu","Kirimdomo","24/09/2016",3,0,NA,"Mkoani_Mkungu"
"Mkoani","Mkungu","Kwamboga","22/09/2016",11,1,NA,"Mkoani_Mkungu"
"Mkoani","Mkungu","Mahuduthi","24/09/2016",7,0,NA,"Mkoani_Mkungu"
"Mkoani","Mkungu","Mkinduni","24/09/2016",2,0,NA,"Mkoani_Mkungu"
"Mkoani","Mkungu","Mtomkuu","24/09/2016",6,0,NA,"Mkoani_Mkungu"
"Mkoani","Mtambile","Jonza","22/09/2016",14,0,NA,"Mkoani_Mtambile"
"Mkoani","Mtambile","Kichunjuu","22/09/2016",15,4,NA,"Mkoani_Mtambile"
"Mkoani","Mtangani","Kichaka","21/09/2016",2,0,NA,"Mkoani_Mtangani"
"Mkoani","Mtangani","Mihogoni","21/09/2016",1,0,NA,"Mkoani_Mtangani"
"Mkoani","Mtangani","Minazini","21/09/2016",4,0,NA,"Mkoani_Mtangani"
"Mkoani","Mtangani","Ndaambani","21/09/2016",1,0,NA,"Mkoani_Mtangani"
"Mkoani","Muambe","Bwegeza","21/09/2016",10,0,NA,"Mkoani_Muambe"
"Mkoani","Muambe","Mchakwe","21/09/2016",2,0,NA,"Mkoani_Muambe"
"Mkoani","Ng'ombeni","Jondeni","21/09/2016",5,0,NA,"Mkoani_Ng'ombeni"
"Mkoani","Ng'ombeni","Mpikatango","21/09/2016",4,0,NA,"Mkoani_Ng'ombeni"
"Mkoani","Ngwachani","Kinazini","21/09/2016",6,0,NA,"Mkoani_Ngwachani"
"Mkoani","Ngwachani","Mtong'ombe","21/09/2016",14,0,NA,"Mkoani_Ngwachani"
"Mkoani","Ngwachani","Tangaani","21/09/2016",66,5,NA,"Mkoani_Ngwachani"
"Mkoani","Shidi","Mwambani","21/09/2016",6,0,NA,"Mkoani_Shidi"
"Mkoani","Stahabu","Kilimani","22/09/2016",21,4,NA,"Mkoani_Stahabu"
"Mkoani","Stahabu","Kizungu","23/09/2016",6,0,NA,"Mkoani_Stahabu"
"Mkoani","Stahabu","Mtakuja","22/09/2016",1,0,NA,"Mkoani_Stahabu"
"Mkoani","Ukutini","Kijungu","21/09/2016",2,0,NA,"Mkoani_Ukutini"
"Mkoani","Ukutini","Miamboni","21/09/2016",2,0,NA,"Mkoani_Ukutini"
"Mkoani","Uweleni","Kiguuni","22/09/2016",2,0,NA,"Mkoani_Uweleni"
"Mkoani","Uweleni","Kisimafasiki","22/09/2016",4,0,NA,"Mkoani_Uweleni"
"Mkoani","Wambaa","Kutukuu","22/09/2016",3,0,NA,"Mkoani_Wambaa"
"Mkoani","Wambaa","Msiyakwe","22/09/2016",7,0,NA,"Mkoani_Wambaa"
"Mkoani","Wambaa","Ziwani","22/09/2016",3,0,NA,"Mkoani_Wambaa"
"Mkoani","Mkanyageni","Tasini","1/8/2019",1,0,1,"Mkoani_Mkanyageni"
"Mkoani","Mkanyageni","Tasini","1/8/2019",9,0,9,"Mkoani_Mkanyageni"
"Mkoani","Mkanyageni","Tasini","1/8/2019",8,0,8,"Mkoani_Mkanyageni"
"Mkoani","Mkanyageni","Tasini","1/8/2019",1,1,1,"Mkoani_Mkanyageni"
"Mkoani","Mkanyageni","Mkanyangeni","1/8/2019",5,0,6,"Mkoani_Mkanyageni"
"Mkoani","Michenzani","Mkanyangeni","1/8/2019",6,0,6,"Mkoani_Michenzani"
"Mkoani","Ng'ombeni","Mkanyangeni","1/8/2019",5,0,5,"Mkoani_Ng'ombeni"
"Mkoani","Stahabu","Kilimani","6/8/2019",9,0,9,"Mkoani_Stahabu"
"Mkoani","Stahabu","Kilimani","6/8/2019",3,0,3,"Mkoani_Stahabu"
"Mkoani","Stahabu","Kilimani","6/8/2019",2,0,2,"Mkoani_Stahabu"
"Mkoani","Stahabu","Kizungu","6/8/2019",8,0,8,"Mkoani_Stahabu"
"Mkoani","Shidi","Mwambani","6/8/2019",4,0,12,"Mkoani_Shidi"
"Mkoani","Kendwa","Daaman","29/07/2019",2,0,2,"Mkoani_Kendwa"
"Mkoani","Kendwa","Kendwa","29/07/2019",6,0,6,"Mkoani_Kendwa"
"Mkoani","Kendwa","Kendwa","29/07/2019",2,0,2,"Mkoani_Kendwa"
"Mkoani","Kendwa","Kumbi","29/07/2019",1,0,2,"Mkoani_Kendwa"
"Mkoani","Kendwa","Kumbi","29/07/2019",3,0,2,"Mkoani_Kendwa"
"Mkoani","Kendwa","Mtoni","29/07/2019",3,0,4,"Mkoani_Kendwa"
"Mkoani","Kendwa","Tomondo","29/07/2019",2,0,3,"Mkoani_Kendwa"
"Mkoani","Uweleni","Mk/Mjini","29/07/2019",4,0,4,"Mkoani_Uweleni"
"Mkoani","Uweleni","Mvumokiti","29/07/2019",1,0,1,"Mkoani_Uweleni"
"Mkoani","Mbuguani","Mbuguani","29/07/2019",2,2,2,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Mbuguani","29/07/2019",1,1,1,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Mikweni","29/07/2019",1,0,1,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Mikweni","29/07/2019",1,1,1,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Tironi","29/07/2019",6,0,6,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Tironi","29/07/2019",1,1,1,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Kionwa","29/07/2019",6,0,6,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Kionwa","29/07/2019",1,1,1,"Mkoani_Mbuguani"
"Mkoani","Mbuguani","Mikweni","29/07/2019",1,0,1,"Mkoani_Mbuguani"
"Mkoani","Mgagadu","Kilimni","29/07/2019",1,0,1,"Mkoani_Mgagadu"
"Mkoani","Mgagadu","Mgagadu","29/07/2019",1,0,1,"Mkoani_Mgagadu"
"Mkoani","Mizingani","Mizingani","29/07/2019",7,0,7,"Mkoani_Mizingani"
"Mkoani","Mizingani","Jungani","29/07/2019",2,0,2,"Mkoani_Mizingani"
"Mkoani","Mizingani","Zawadini","29/07/2019",2,0,2,"Mkoani_Mizingani"
"Mkoani","Mizingani","Jungani","29/07/2019",2,0,2,"Mkoani_Mizingani"
"Mkoani","Mizingani","Jungani","29/07/2019",2,0,3,"Mkoani_Mizingani"
"Mkoani","Mizingani","Jungani","29/07/2019",4,0,4,"Mkoani_Mizingani"
"Mkoani","Mizingani","Jungani","29/07/2019",1,0,1,"Mkoani_Mizingani"
"Mkoani","Mizingani","Mizingani","29/07/2019",6,0,6,"Mkoani_Mizingani"
"Mkoani","Mizingani","Zawadini","29/07/2019",1,0,1,"Mkoani_Mizingani"
"Chake Chake","Dodo","Kichanjaani","29/07/2019",1,0,2,"Chake Chake_Dodo"
"Chake Chake","Dodo","Mjanapweza","29/07/2019",2,0,2,"Chake Chake_Dodo"
"Chake Chake","Dodo","Mjanapweza","29/07/2019",1,0,1,"Chake Chake_Dodo"
"Chake Chake","Dodo","Kitokamwe","29/07/2019",2,0,2,"Chake Chake_Dodo"
"Chake Chake","Dodo","Kitokamwe","29/07/2019",1,0,1,"Chake Chake_Dodo"
"Chake Chake","Dodo","Kitokamwe","29/07/2019",2,0,2,"Chake Chake_Dodo"
"Chake Chake","Dodo","Kitokamwe","29/07/2019",2,0,2,"Chake Chake_Dodo"
"Mkoani","Mtangani","Minazini","29/07/2019",3,0,3,"Mkoani_Mtangani"
"Mkoani","Mtangani","Kiziwa","29/07/2019",2,0,2,"Mkoani_Mtangani"
"Mkoani","Mtangani","Kiziwa","29/07/2019",2,0,2,"Mkoani_Mtangani"
"Mkoani","Chambani","Gingingi","29/07/2019",5,0,5,"Mkoani_Chambani"
"Mkoani","Chambani","Tumbini","29/07/2019",4,0,4,"Mkoani_Chambani"
"Mkoani","Chambani","Tumbini","29/07/2019",1,0,1,"Mkoani_Chambani"
"Mkoani","Chambani","Tumbini","29/07/2019",1,0,1,"Mkoani_Chambani"
"Mkoani","Chambani","Tumbini","29/07/2019",1,0,1,"Mkoani_Chambani"
"Mkoani","Chambani","Dongoni","29/07/2019",2,0,2,"Mkoani_Chambani"
"Mkoani","Chambani","Tumbini","29/07/2019",1,0,1,"Mkoani_Chambani"
"Mkoani","Chambani","Tumbini","29/07/2019",1,0,1,"Mkoani_Chambani"
"Mkoani","Chambani","Tumbini","29/07/2019",3,0,3,"Mkoani_Chambani"
"Mkoani","Chambani","Mapape","29/07/2019",3,0,3,"Mkoani_Chambani"
"Mkoani","Chambani","Kiwajingoo","29/07/2019",1,0,1,"Mkoani_Chambani"
"Mkoani","Ukutini","Vikombeni","29/07/2019",1,0,1,"Mkoani_Ukutini"
"Mkoani","Ukutini","Vikombeni","29/07/2019",1,0,1,"Mkoani_Ukutini"
"Mkoani","Ukutini","Kwamtora","29/07/2019",1,0,1,"Mkoani_Ukutini"
"Mkoani","Kiwani","Kitondooni","29/07/2019",10,0,11,"Mkoani_Kiwani"
"Mkoani","Kiwani","Kitondooni","29/07/2019",1,0,1,"Mkoani_Kiwani"
"Mkoani","Ukutini","Kwamtoro","29/07/2019",1,0,1,"Mkoani_Ukutini"
"Mkoani","Ukutini","Kwamtoro","29/07/2019",4,0,4,"Mkoani_Ukutini"
"Mkoani","Kengeja","Mapungwi","29/07/2019",9,0,9,"Mkoani_Kengeja"
"Mkoani","Mtambile","Muwanda","30/07/2019",2,0,3,"Mkoani_Mtambile"
"Mkoani","Mtambile","Angola","30/07/2019",2,0,2,"Mkoani_Mtambile"
"Mkoani","Mtambile","Muwanda","30/07/2019",1,0,1,"Mkoani_Mtambile"
"Mkoani","Mtambile","Pondeani","30/07/2019",1,0,1,"Mkoani_Mtambile"
"Mkoani","Muambe","Kiunga","30/07/2019",3,0,3,"Mkoani_Muambe"
"Mkoani","Muambe","Mwambe","30/07/2019",1,0,1,"Mkoani_Muambe"
"Mkoani","Muambe","Tomondo","30/07/2019",4,0,4,"Mkoani_Muambe"
"Mkoani","Mkungu","Kwamgogo","30/07/2019",1,0,1,"Mkoani_Mkungu"
"Mkoani","Mkungu","Kwamgogo","30/07/2019",1,0,2,"Mkoani_Mkungu"
"Mkoani","Mkungu","Kwamgogo","30/07/2019",1,0,1,"Mkoani_Mkungu"
"Mkoani","Mkungu","Kwamgogo","30/07/2019",1,0,3,"Mkoani_Mkungu"
"Mkoani","Mkungu","Kwamgogo","30/07/2019",3,0,8,"Mkoani_Mkungu"
"Mkoani","Mkungu","Sipwese","30/07/2019",5,0,6,"Mkoani_Mkungu"
"Mkoani","Mkungu","Mahuduthi","30/07/2019",2,0,3,"Mkoani_Mkungu"
"Mkoani","Kengeja","Kaani","30/07/2019",2,0,3,"Mkoani_Kengeja"
"Mkoani","Kengeja","Likoni","30/07/2019",8,0,8,"Mkoani_Kengeja"
"Mkoani","Kengeja","Sokoni","30/07/2019",4,0,4,"Mkoani_Kengeja"
"Mkoani","Kengeja","Maumbiwni","30/07/2019",1,0,1,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mjiweni","30/07/2019",4,0,4,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mjiweni","30/07/2019",1,0,2,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mjiweni","30/07/2019",4,0,3,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mjanaeza","30/07/2019",4,0,5,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mazrui","30/07/2019",3,0,3,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mazrui","30/07/2019",1,0,4,"Mkoani_Kengeja"
"Mkoani","Kengeja","Njiweni","30/07/2019",1,0,1,"Mkoani_Kengeja"
"Mkoani","Kengeja","Mjiweni","30/07/2019",1,0,1,"Mkoani_Kengeja"
"Mkoani","Ngwachani","Mtengombe","30/07/2019",9,0,9,"Mkoani_Ngwachani"
"Mkoani","Ngwachani","Ngwachani","30/07/2019",3,0,3,"Mkoani_Ngwachani"
"Mkoani","Ngwachani","Magogoni","30/07/2019",2,0,2,"Mkoani_Ngwachani"
"Mkoani","Ngwachani","Magogoni","30/07/2019",1,0,1,"Mkoani_Ngwachani"
"Mkoani","Ngwachani","Mikindani","30/07/2019",1,0,1,"Mkoani_Ngwachani"
"Mkoani","Ngwachani","Ng'ombeni","30/07/2019",3,0,3,"Mkoani_Ngwachani"
"Mkoani","Muambe","Mvumoni","30/07/2019",2,0,2,"Mkoani_Muambe"
"Mkoani","Muambe","Dogogo","30/07/2019",1,0,1,"Mkoani_Muambe"
"Mkoani","Chumbageni","Sisimizini","30/07/2019",1,0,1,"Mkoani_Chumbageni"
"Mkoani","Chumbageni","Sisimizini","30/07/2019",2,0,8,"Mkoani_Chumbageni"
"Mkoani","Chumbageni","Tumbi","30/07/2019",3,0,5,"Mkoani_Chumbageni"
"Mkoani","Chumbageni","Tumbi","30/07/2019",2,0,8,"Mkoani_Chumbageni"
"Mkoani","Chumbageni","Vndogoni","30/07/2019",8,0,4,"Mkoani_Chumbageni"
"Mkoani","Chumbageni","Mperani","30/07/2019",3,0,3,"Mkoani_Chumbageni"
"Mkoani","Chumbageni","Tumbi","30/07/2019",1,0,4,"Mkoani_Chumbageni"
"Mkoani","Minazini","Mgelema","30/07/2019",3,0,3,"Mkoani_Minazini"
"Mkoani","Minazini","Mikinduni","30/07/2019",1,0,2,"Mkoani_Minazini"
"Mkoani","Minazini","Kivumoni","30/07/2019",1,0,1,"Mkoani_Minazini"
"Mkoani","Minazini","Mtemani","30/07/2019",1,0,2,"Mkoani_Minazini"
"Mkoani","Minazini","Mtemani","30/07/2019",2,0,2,"Mkoani_Minazini"
"Mkoani","Minazini","Mtemani","30/07/2019",1,0,1,"Mkoani_Minazini"
"Mkoani","Minazini","Minazini","30/07/2019",1,0,1,"Mkoani_Minazini"
"Mkoani","Kendwa","Bandar basi","30/07/2019",2,0,2,"Mkoani_Kendwa"
"Mkoani","Kendwa","Kwa bakia","30/07/2019",1,0,1,"Mkoani_Kendwa"
"Mkoani","Mgagadu","Mgagadu","30/07/2019",1,0,1,"Mkoani_Mgagadu"
"Mkoani","Ng'ombeni","Jondeni","31/07/2019",2,0,2,"Mkoani_Ng'ombeni"
"Mkoani","Ng'ombeni","Mkirikili","31/07/2019",6,0,10,"Mkoani_Ng'ombeni"
"Mkoani","Ng'ombeni","Mkirikili","31/07/2019",1,0,1,"Mkoani_Ng'ombeni"
"Mkoani","Ng'ombeni","Kinyasini","31/07/2019",1,0,1,"Mkoani_Ng'ombeni"
"Mkoani","Makombeni","Tasini","31/07/2019",1,0,3,"Mkoani_Makombeni"
"Mkoani","Kangani","Pondeani","31/07/2019",1,0,1,"Mkoani_Kangani"
"Mkoani","Kangani","Tarabora","31/07/2019",2,0,2,"Mkoani_Kangani"
"Mkoani","Kangani","Nchikichini","31/07/2019",4,0,4,"Mkoani_Kangani"
"Mkoani","Kangani","Tanga","31/07/2019",4,0,5,"Mkoani_Kangani"
"Mkoani","Changaweni","Meli tatu","31/07/2019",1,0,1,"Mkoani_Changaweni"
"Mkoani","Changaweni","Meli tatu","31/07/2019",3,0,3,"Mkoani_Changaweni"
"Mkoani","Mjimbini","Mibrani","31/07/2019",1,0,4,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Mibrani","31/07/2019",2,0,3,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Mibrani","31/07/2019",1,0,1,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Shukeni","31/07/2019",1,0,1,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Shukeni","31/07/2019",4,0,5,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Shukeni","31/07/2019",1,0,1,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Shukeni","31/07/2019",1,0,1,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Mjimbini","31/07/2019",2,0,2,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Usambe","31/07/2019",1,0,1,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Usambe","31/07/2019",1,0,1,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Usambe","31/07/2019",3,0,3,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Mjimbini","31/07/2019",1,0,1,"Mkoani_Mjimbini"
"Mkoani","Mjimbini","Sazani","31/07/2019",1,0,4,"Mkoani_Mjimbini"
"Mkoani","Chokocho","Kifukwe","31/07/2019",1,0,2,"Mkoani_Chokocho"
"Mkoani","Chokocho","Kifukwe","31/07/2019",1,0,1,"Mkoani_Chokocho"
"Mkoani","Chokocho","Kifukwe","31/07/2019",1,0,1,"Mkoani_Chokocho"
